chr	start	end	name	itemRgb
CALSDY020000055.1	0	45752	gc439-0.5063822346564084	#fdfebb
CALSDY020000056.1	0	45410	gc440-0.4911693459590399	#fffbb8
CALSDY020000057.1	0	45205	gc441-0.49602920030970027	#fffdbc
CALSDY020000058.1	0	44228	gc442-0.5070317445961834	#fcfeba
CALSDY020000059.1	0	44114	gc443-0.4826585664414925	#fff6b0
CALSDY020000006.1	0	100000	gc444-0.33744	#f67f4b
CALSDY020000006.1	100000	200000	gc445-0.32288442211055274	#f47044
CALSDY020000006.1	200000	219387	gc446-0.36080878939495536	#fa9857
CALSDY020000060.1	0	43373	gc447-0.493163949922763	#fffcba
CALSDY020000061.1	0	43327	gc448-0.5077203591294113	#fcfeba
CALSDY020000062.1	0	43323	gc449-0.4965722595388131	#fffdbc
CALSDY020000063.1	0	42831	gc450-0.4983073007868133	#fffebe
CALSDY020000064.1	0	42780	gc451-0.5037166900420758	#fefebd
CALSDY020000065.1	0	42078	gc452-0.5000712961642664	#ffffbe
CALSDY020000066.1	0	42072	gc453-0.48262502376877736	#fff6b0
CALSDY020000067.1	0	41066	gc454-0.49520284420201627	#fffcba
CALSDY020000068.1	0	40962	gc455-0.5119867193984668	#fafdb7
CALSDY020000069.1	0	40649	gc456-0.503185810229034	#fefebd
CALSDY020000007.1	0	100000	gc457-0.5039	#fefebd
CALSDY020000007.1	100000	187995	gc458-0.5013921245525313	#ffffbe
CALSDY020000070.1	0	40079	gc459-0.4851418448564086	#fff7b2
CALSDY020000071.1	0	40036	gc460-0.492456788889999	#fffbb8
CALSDY020000072.1	0	39518	gc461-0.48248899235791287	#fff6b0
CALSDY020000073.1	0	39380	gc462-0.4952767902488573	#fffcba
CALSDY020000074.1	0	39154	gc463-0.5086070388721459	#fcfeba
CALSDY020000075.1	0	38179	gc464-0.5001440582519185	#ffffbe
CALSDY020000076.1	0	37523	gc465-0.496682035018522	#fffdbc
CALSDY020000077.1	0	37244	gc466-0.46375255074642896	#feec9f
CALSDY020000078.1	0	37123	gc467-0.4964577216281012	#fffdbc
CALSDY020000079.1	0	36964	gc468-0.4916675684449735	#fffbb8
CALSDY020000008.1	0	100000	gc469-0.41022	#fdc776
CALSDY020000008.1	100000	187637	gc470-0.392014788274359	#fdb768
CALSDY020000080.1	0	36801	gc471-0.47224260210320373	#fff1a8
CALSDY020000081.1	0	35835	gc472-0.5084135621598995	#fcfeba
CALSDY020000082.1	0	35472	gc473-0.4984212900315742	#fffebe
CALSDY020000083.1	0	35308	gc474-0.4946754276651184	#fffcba
CALSDY020000084.1	0	35024	gc475-0.4967450890817725	#fffdbc
CALSDY020000085.1	0	34961	gc476-0.49263465003861445	#fffbb8
CALSDY020000086.1	0	34312	gc477-0.4924807647470273	#fffbb8
CALSDY020000087.1	0	34053	gc478-0.48685872023022936	#fff8b4
CALSDY020000088.1	0	33545	gc479-0.49229393352213446	#fffbb8
CALSDY020000089.1	0	33231	gc480-0.5188829707201107	#f7fcb2
CALSDY020000009.1	0	100000	gc481-0.50316	#fefebd
CALSDY020000009.1	100000	168435	gc482-0.5023014539343903	#ffffbe
CALSDY020000090.1	0	32981	gc483-0.48352081501470545	#fff6b0
CALSDY020000091.1	0	32625	gc484-0.5059003831417624	#fdfebb
CALSDY020000092.1	0	32597	gc485-0.49345031751388163	#fffcba
CALSDY020000093.1	0	32351	gc486-0.5093814719792279	#fbfdb8
CALSDY020000094.1	0	31859	gc487-0.4909130857842368	#fffbb8
CALSDY020000095.1	0	31795	gc488-0.49218430570844474	#fffbb8
CALSDY020000096.1	0	31673	gc489-0.4989107441669561	#fffebe
CALSDY020000097.1	0	31608	gc490-0.4950329030625158	#fffcba
CALSDY020000098.1	0	31584	gc491-0.4980369807497467	#fffebe
CALSDY020000099.1	0	31438	gc492-0.4986322285132642	#fffebe
OX030907.1	0	100000	gc493-0.37024	#fba35c
OX030907.1	100000	200000	gc494-0.3606	#fa9857
OX030907.1	200000	300000	gc495-0.39142	#fdb768
OX030907.1	300000	400000	gc496-0.42309	#fed27f
OX030907.1	400000	500000	gc497-0.42636	#fed481
OX030907.1	500000	600000	gc498-0.42433	#fed27f
OX030907.1	600000	700000	gc499-0.47381	#fff1a8
OX030907.1	700000	800000	gc500-0.47736	#fff3ac
OX030907.1	800000	900000	gc501-0.4768	#fff3ac
OX030907.1	900000	1000000	gc502-0.48707	#fff8b4
OX030907.1	1000000	1100000	gc503-0.48696	#fff8b4
OX030907.1	1100000	1200000	gc504-0.49535	#fffdbc
OX030907.1	1200000	1300000	gc505-0.48898	#fffab6
OX030907.1	1300000	1400000	gc506-0.47931	#fff5ae
OX030907.1	1400000	1500000	gc507-0.47257	#fff1a8
OX030907.1	1500000	1600000	gc508-0.48475	#fff7b2
OX030907.1	1600000	1700000	gc509-0.48211	#fff6b0
OX030907.1	1700000	1800000	gc510-0.48395	#fff7b2
OX030907.1	1800000	1900000	gc511-0.48082	#fff5ae
OX030907.1	1900000	2000000	gc512-0.4781	#fff3ac
OX030907.1	2000000	2100000	gc513-0.49072	#fffbb8
OX030907.1	2100000	2200000	gc514-0.47967	#fff5ae
OX030907.1	2200000	2300000	gc515-0.49753	#fffdbc
OX030907.1	2300000	2400000	gc516-0.50105	#ffffbe
OX030907.1	2400000	2500000	gc517-0.5071	#fcfeba
OX030907.1	2500000	2600000	gc518-0.47503	#fff2aa
OX030907.1	2600000	2700000	gc519-0.50057	#ffffbe
OX030907.1	2700000	2800000	gc520-0.48444	#fff7b2
OX030907.1	2800000	2900000	gc521-0.47446	#fff2aa
OX030907.1	2900000	3000000	gc522-0.47032	#fff0a6
OX030907.1	3000000	3100000	gc523-0.45861	#feea9b
OX030907.1	3100000	3200000	gc524-0.45524	#fee797
OX030907.1	3200000	3300000	gc525-0.47546	#fff2aa
OX030907.1	3300000	3400000	gc526-0.47708	#fff3ac
OX030907.1	3400000	3500000	gc527-0.4574	#fee999
OX030907.1	3500000	3600000	gc528-0.47639	#fff2aa
OX030907.1	3600000	3700000	gc529-0.46434	#feec9f
OX030907.1	3700000	3800000	gc530-0.46964	#fff0a6
OX030907.1	3800000	3900000	gc531-0.46423	#feec9f
OX030907.1	3900000	4000000	gc532-0.46806	#feefa3
OX030907.1	4000000	4100000	gc533-0.47869	#fff3ac
OX030907.1	4100000	4200000	gc534-0.47676	#fff3ac
OX030907.1	4200000	4300000	gc535-0.47495	#fff2aa
OX030907.1	4300000	4400000	gc536-0.47752	#fff3ac
OX030907.1	4400000	4500000	gc537-0.48532	#fff7b2
OX030907.1	4500000	4600000	gc538-0.48107	#fff5ae
OX030907.1	4600000	4700000	gc539-0.47634	#fff2aa
OX030907.1	4700000	4800000	gc540-0.49584	#fffdbc
OX030907.1	4800000	4900000	gc541-0.47654	#fff2aa
OX030907.1	4900000	5000000	gc542-0.48136	#fff6b0
OX030907.1	5000000	5100000	gc543-0.47382	#fff1a8
OX030907.1	5100000	5200000	gc544-0.48429	#fff7b2
OX030907.1	5200000	5300000	gc545-0.501	#ffffbe
OX030907.1	5300000	5400000	gc546-0.47843	#fff3ac
OX030907.1	5400000	5500000	gc547-0.47526	#fff2aa
OX030907.1	5500000	5600000	gc548-0.48738	#fff8b4
OX030907.1	5600000	5700000	gc549-0.51007	#fbfdb8
OX030907.1	5700000	5800000	gc550-0.47073	#fff0a6
OX030907.1	5800000	5900000	gc551-0.48964	#fffab6
OX030907.1	5900000	6000000	gc552-0.4911	#fffbb8
OX030907.1	6000000	6100000	gc553-0.48511	#fff7b2
OX030907.1	6100000	6200000	gc554-0.47933	#fff5ae
OX030907.1	6200000	6300000	gc555-0.47849	#fff3ac
OX030907.1	6300000	6400000	gc556-0.47006	#fff0a6
OX030907.1	6400000	6500000	gc557-0.48904	#fffab6
OX030907.1	6500000	6600000	gc558-0.48668	#fff8b4
OX030907.1	6600000	6700000	gc559-0.48652	#fff8b4
OX030907.1	6700000	6800000	gc560-0.47903	#fff5ae
OX030907.1	6800000	6900000	gc561-0.46657	#feeda1
OX030907.1	6900000	7000000	gc562-0.48225	#fff6b0
OX030907.1	7000000	7100000	gc563-0.50871	#fcfeba
OX030907.1	7100000	7200000	gc564-0.48273	#fff6b0
OX030907.1	7200000	7300000	gc565-0.46751	#feefa3
OX030907.1	7300000	7400000	gc566-0.46168	#feeb9d
OX030907.1	7400000	7500000	gc567-0.48518	#fff7b2
OX030907.1	7500000	7600000	gc568-0.48127	#fff6b0
OX030907.1	7600000	7700000	gc569-0.47096	#fff0a6
OX030907.1	7700000	7800000	gc570-0.46687	#feeda1
OX030907.1	7800000	7900000	gc571-0.46161	#feeb9d
OX030907.1	7900000	8000000	gc572-0.47629	#fff2aa
OX030907.1	8000000	8100000	gc573-0.46164	#feeb9d
OX030907.1	8100000	8200000	gc574-0.43849	#fede89
OX030907.1	8200000	8300000	gc575-0.44081	#fee08b
OX030907.1	8300000	8400000	gc576-0.47199	#fff1a8
OX030907.1	8400000	8500000	gc577-0.43477	#fedc88
OX030907.1	8500000	8600000	gc578-0.43384	#feda86
OX030907.1	8600000	8700000	gc579-0.46669	#feeda1
OX030907.1	8700000	8800000	gc580-0.47745	#fff3ac
OX030907.1	8800000	8900000	gc581-0.48705	#fff8b4
OX030907.1	8900000	9000000	gc582-0.46701	#feeda1
OX030907.1	9000000	9100000	gc583-0.48692	#fff8b4
OX030907.1	9100000	9200000	gc584-0.46823	#feefa3
OX030907.1	9200000	9300000	gc585-0.46197	#feeb9d
OX030907.1	9300000	9400000	gc586-0.48096	#fff5ae
OX030907.1	9400000	9500000	gc587-0.45162	#fee695
OX030907.1	9500000	9600000	gc588-0.40388	#fdc171
OX030907.1	9600000	9700000	gc589-0.40344	#fdc171
OX030907.1	9700000	9800000	gc590-0.4213	#fed07e
OX030907.1	9800000	9900000	gc591-0.42595	#fed481
OX030907.1	9900000	10000000	gc592-0.50204	#ffffbe
OX030907.1	10000000	10100000	gc593-0.4805	#fff5ae
OX030907.1	10100000	10200000	gc594-0.49365	#fffcba
OX030907.1	10200000	10300000	gc595-0.48802	#fff8b4
OX030907.1	10300000	10400000	gc596-0.47479	#fff2aa
OX030907.1	10400000	10500000	gc597-0.46966	#fff0a6
OX030907.1	10500000	10600000	gc598-0.47357	#fff1a8
OX030907.1	10600000	10700000	gc599-0.4808743718592965	#fff5ae
OX030907.1	10700000	10800000	gc600-0.46386	#feec9f
OX030907.1	10800000	10900000	gc601-0.47641	#fff2aa
OX030907.1	10900000	11000000	gc602-0.45317	#fee797
OX030907.1	11000000	11100000	gc603-0.48158	#fff6b0
OX030907.1	11100000	11200000	gc604-0.45683	#fee999
OX030907.1	11200000	11300000	gc605-0.45352	#fee797
OX030907.1	11300000	11400000	gc606-0.46559	#feeda1
OX030907.1	11400000	11500000	gc607-0.46714	#feeda1
OX030907.1	11500000	11600000	gc608-0.48454	#fff7b2
OX030907.1	11600000	11700000	gc609-0.47855	#fff3ac
OX030907.1	11700000	11800000	gc610-0.5018	#ffffbe
OX030907.1	11800000	11900000	gc611-0.47775	#fff3ac
OX030907.1	11900000	12000000	gc612-0.44801	#fee491
OX030907.1	12000000	12100000	gc613-0.4597	#feea9b
OX030907.1	12100000	12200000	gc614-0.46006	#feea9b
OX030907.1	12200000	12300000	gc615-0.4544	#fee797
OX030907.1	12300000	12400000	gc616-0.46436	#feec9f
OX030907.1	12400000	12500000	gc617-0.49531	#fffcba
OX030907.1	12500000	12600000	gc618-0.47765	#fff3ac
OX030907.1	12600000	12700000	gc619-0.46642	#feeda1
OX030907.1	12700000	12800000	gc620-0.49301	#fffcba
OX030907.1	12800000	12900000	gc621-0.48273	#fff6b0
OX030907.1	12900000	13000000	gc622-0.4716	#fff0a6
OX030907.1	13000000	13100000	gc623-0.4825	#fff6b0
OX030907.1	13100000	13200000	gc624-0.45277	#fee695
OX030907.1	13200000	13300000	gc625-0.46202	#feeb9d
OX030907.1	13300000	13400000	gc626-0.46625	#feeda1
OX030907.1	13400000	13500000	gc627-0.4676	#feefa3
OX030907.1	13500000	13600000	gc628-0.45416	#fee797
OX030907.1	13600000	13700000	gc629-0.49603	#fffdbc
OX030907.1	13700000	13800000	gc630-0.48643	#fff8b4
OX030907.1	13800000	13900000	gc631-0.49906	#fffebe
OX030907.1	13900000	14000000	gc632-0.48767	#fff8b4
OX030907.1	14000000	14100000	gc633-0.47348	#fff1a8
OX030907.1	14100000	14200000	gc634-0.4661	#feeda1
OX030907.1	14200000	14300000	gc635-0.47866	#fff3ac
OX030907.1	14300000	14400000	gc636-0.48309	#fff6b0
OX030907.1	14400000	14500000	gc637-0.49334	#fffcba
OX030907.1	14500000	14600000	gc638-0.46926	#feefa3
OX030907.1	14600000	14700000	gc639-0.47971	#fff5ae
OX030907.1	14700000	14800000	gc640-0.46123	#feeb9d
OX030907.1	14800000	14900000	gc641-0.47355	#fff1a8
OX030907.1	14900000	15000000	gc642-0.46514	#feeda1
OX030907.1	15000000	15100000	gc643-0.45105	#fee695
OX030907.1	15100000	15200000	gc644-0.44937	#fee593
OX030907.1	15200000	15300000	gc645-0.44727	#fee491
OX030907.1	15300000	15400000	gc646-0.45381	#fee797
OX030907.1	15400000	15500000	gc647-0.47402	#fff1a8
OX030907.1	15500000	15600000	gc648-0.45341	#fee797
OX030907.1	15600000	15700000	gc649-0.46823	#feefa3
OX030907.1	15700000	15800000	gc650-0.4733	#fff1a8
OX030907.1	15800000	15900000	gc651-0.4651	#feeda1
OX030907.1	15900000	16000000	gc652-0.45982	#feea9b
OX030907.1	16000000	16100000	gc653-0.46789	#feefa3
OX030907.1	16100000	16200000	gc654-0.4662	#feeda1
OX030907.1	16200000	16300000	gc655-0.49925	#fffebe
OX030907.1	16300000	16400000	gc656-0.43797	#fede89
OX030907.1	16400000	16500000	gc657-0.44248	#fee18d
OX030907.1	16500000	16600000	gc658-0.46774	#feefa3
OX030907.1	16600000	16700000	gc659-0.49152	#fffbb8
OX030907.1	16700000	16800000	gc660-0.4867	#fff8b4
OX030907.1	16800000	16900000	gc661-0.4785	#fff3ac
OX030907.1	16900000	17000000	gc662-0.46631	#feeda1
OX030907.1	17000000	17100000	gc663-0.43882	#fede89
OX030907.1	17100000	17200000	gc664-0.47361	#fff1a8
OX030907.1	17200000	17300000	gc665-0.46084	#feeb9d
OX030907.1	17300000	17400000	gc666-0.48872	#fffab6
OX030907.1	17400000	17500000	gc667-0.46843	#feefa3
OX030907.1	17500000	17600000	gc668-0.4582	#feea9b
OX030907.1	17600000	17700000	gc669-0.47576	#fff2aa
OX030907.1	17700000	17800000	gc670-0.47418	#fff1a8
OX030907.1	17800000	17900000	gc671-0.46829	#feefa3
OX030907.1	17900000	18000000	gc672-0.4637386934673367	#feec9f
OX030907.1	18000000	18100000	gc673-0.48227	#fff6b0
OX030907.1	18100000	18200000	gc674-0.5014	#ffffbe
OX030907.1	18200000	18300000	gc675-0.50103	#ffffbe
OX030907.1	18300000	18400000	gc676-0.46283	#feec9f
OX030907.1	18400000	18500000	gc677-0.44361	#fee18d
OX030907.1	18500000	18600000	gc678-0.45795	#feea9b
OX030907.1	18600000	18700000	gc679-0.46145	#feeb9d
OX030907.1	18700000	18800000	gc680-0.4478	#fee491
OX030907.1	18800000	18900000	gc681-0.47647	#fff2aa
OX030907.1	18900000	19000000	gc682-0.49387	#fffcba
OX030907.1	19000000	19100000	gc683-0.48602	#fff8b4
OX030907.1	19100000	19200000	gc684-0.48548	#fff7b2
OX030907.1	19200000	19300000	gc685-0.47487	#fff2aa
OX030907.1	19300000	19400000	gc686-0.4663	#feeda1
OX030907.1	19400000	19500000	gc687-0.44675	#fee491
OX030907.1	19500000	19600000	gc688-0.46355	#feec9f
OX030907.1	19600000	19700000	gc689-0.46536	#feeda1
OX030907.1	19700000	19800000	gc690-0.44443	#fee28f
OX030907.1	19800000	19900000	gc691-0.46259	#feec9f
OX030907.1	19900000	20000000	gc692-0.45314	#fee797
OX030907.1	20000000	20100000	gc693-0.44939	#fee593
OX030907.1	20100000	20200000	gc694-0.42907	#fed683
OX030907.1	20200000	20300000	gc695-0.45717	#fee999
OX030907.1	20300000	20400000	gc696-0.46812	#feefa3
OX030907.1	20400000	20500000	gc697-0.46089	#feeb9d
OX030907.1	20500000	20600000	gc698-0.4841	#fff7b2
OX030907.1	20600000	20700000	gc699-0.49434	#fffcba
OX030907.1	20700000	20800000	gc700-0.48545	#fff7b2
OX030907.1	20800000	20900000	gc701-0.46304	#feec9f
OX030907.1	20900000	21000000	gc702-0.48369	#fff7b2
OX030907.1	21000000	21100000	gc703-0.4441	#fee28f
OX030907.1	21100000	21200000	gc704-0.47017	#fff0a6
OX030907.1	21200000	21300000	gc705-0.44847	#fee593
OX030907.1	21300000	21400000	gc706-0.4676	#feefa3
OX030907.1	21400000	21500000	gc707-0.46669	#feeda1
OX030907.1	21500000	21600000	gc708-0.4941	#fffcba
OX030907.1	21600000	21700000	gc709-0.4964	#fffdbc
OX030907.1	21700000	21800000	gc710-0.48309	#fff6b0
OX030907.1	21800000	21900000	gc711-0.47203	#fff1a8
OX030907.1	21900000	22000000	gc712-0.48351	#fff6b0
OX030907.1	22000000	22100000	gc713-0.48457	#fff7b2
OX030907.1	22100000	22200000	gc714-0.49481	#fffcba
OX030907.1	22200000	22300000	gc715-0.46688	#feeda1
OX030907.1	22300000	22400000	gc716-0.48816	#fff8b4
OX030907.1	22400000	22500000	gc717-0.4672	#feefa3
OX030907.1	22500000	22600000	gc718-0.4774	#fff3ac
OX030907.1	22600000	22700000	gc719-0.46756	#feefa3
OX030907.1	22700000	22800000	gc720-0.46166	#feeb9d
OX030907.1	22800000	22900000	gc721-0.4653	#feeda1
OX030907.1	22900000	23000000	gc722-0.46598	#feeda1
OX030907.1	23000000	23100000	gc723-0.48143718592964824	#fff6b0
OX030907.1	23100000	23200000	gc724-0.46597	#feeda1
OX030907.1	23200000	23300000	gc725-0.48057	#fff5ae
OX030907.1	23300000	23400000	gc726-0.47408	#fff1a8
OX030907.1	23400000	23500000	gc727-0.48129	#fff6b0
OX030907.1	23500000	23600000	gc728-0.46918	#feefa3
OX030907.1	23600000	23700000	gc729-0.46041	#feeb9d
OX030907.1	23700000	23800000	gc730-0.49577	#fffdbc
OX030907.1	23800000	23900000	gc731-0.46903	#feefa3
OX030907.1	23900000	24000000	gc732-0.47901	#fff5ae
OX030907.1	24000000	24100000	gc733-0.49381	#fffcba
OX030907.1	24100000	24200000	gc734-0.46533	#feeda1
OX030907.1	24200000	24300000	gc735-0.46618	#feeda1
OX030907.1	24300000	24400000	gc736-0.46822	#feefa3
OX030907.1	24400000	24500000	gc737-0.47035	#fff0a6
OX030907.1	24500000	24600000	gc738-0.46111	#feeb9d
OX030907.1	24600000	24700000	gc739-0.45952	#feea9b
OX030907.1	24700000	24800000	gc740-0.48877	#fffab6
OX030907.1	24800000	24900000	gc741-0.50411	#fefebd
OX030907.1	24900000	25000000	gc742-0.4847	#fff7b2
OX030907.1	25000000	25100000	gc743-0.48207	#fff6b0
OX030907.1	25100000	25200000	gc744-0.48802	#fff8b4
OX030907.1	25200000	25300000	gc745-0.47926	#fff5ae
OX030907.1	25300000	25400000	gc746-0.50422	#fefebd
OX030907.1	25400000	25500000	gc747-0.47365	#fff1a8
OX030907.1	25500000	25600000	gc748-0.46681	#feeda1
OX030907.1	25600000	25700000	gc749-0.44031	#fee08b
OX030907.1	25700000	25800000	gc750-0.45945	#feea9b
OX030907.1	25800000	25900000	gc751-0.45335	#fee797
OX030907.1	25900000	26000000	gc752-0.48349	#fff6b0
OX030907.1	26000000	26100000	gc753-0.51335	#fafdb7
OX030907.1	26100000	26200000	gc754-0.52262	#f6fbb0
OX030907.1	26200000	26300000	gc755-0.47655	#fff2aa
OX030907.1	26300000	26400000	gc756-0.47184	#fff0a6
OX030907.1	26400000	26500000	gc757-0.46579	#feeda1
OX030907.1	26500000	26600000	gc758-0.40935	#fdc776
OX030907.1	26600000	26700000	gc759-0.47104	#fff0a6
OX030907.1	26700000	26800000	gc760-0.46848	#feefa3
OX030907.1	26800000	26900000	gc761-0.47639	#fff2aa
OX030907.1	26900000	27000000	gc762-0.46446	#feec9f
OX030907.1	27000000	27100000	gc763-0.45839	#feea9b
OX030907.1	27100000	27200000	gc764-0.44135	#fee08b
OX030907.1	27200000	27300000	gc765-0.39501	#fdbb6c
OX030907.1	27300000	27400000	gc766-0.40075	#fdbf6f
OX030907.1	27400000	27500000	gc767-0.42825	#fed683
OX030907.1	27500000	27600000	gc768-0.44335	#fee18d
OX030907.1	27600000	27700000	gc769-0.44009	#fee08b
OX030907.1	27700000	27800000	gc770-0.46191	#feeb9d
OX030907.1	27800000	27900000	gc771-0.46013	#feea9b
OX030907.1	27900000	28000000	gc772-0.46098	#feeb9d
OX030907.1	28000000	28100000	gc773-0.4713	#fff0a6
OX030907.1	28100000	28200000	gc774-0.4652	#feeda1
OX030907.1	28200000	28300000	gc775-0.46653	#feeda1
OX030907.1	28300000	28400000	gc776-0.47231	#fff1a8
OX030907.1	28400000	28500000	gc777-0.47564	#fff2aa
OX030907.1	28500000	28600000	gc778-0.45317	#fee797
OX030907.1	28600000	28700000	gc779-0.44483	#fee28f
OX030907.1	28700000	28800000	gc780-0.46947	#feefa3
OX030907.1	28800000	28900000	gc781-0.45804	#feea9b
OX030907.1	28900000	29000000	gc782-0.48506	#fff7b2
OX030907.1	29000000	29100000	gc783-0.46571	#feeda1
OX030907.1	29100000	29200000	gc784-0.46978	#fff0a6
OX030907.1	29200000	29300000	gc785-0.44635	#fee491
OX030907.1	29300000	29400000	gc786-0.44649	#fee491
OX030907.1	29400000	29500000	gc787-0.43951	#fee08b
OX030907.1	29500000	29600000	gc788-0.46545	#feeda1
OX030907.1	29600000	29700000	gc789-0.44848	#fee593
OX030907.1	29700000	29800000	gc790-0.43835	#fede89
OX030907.1	29800000	29900000	gc791-0.47323	#fff1a8
OX030907.1	29900000	30000000	gc792-0.48085	#fff5ae
OX030907.1	30000000	30100000	gc793-0.48729	#fff8b4
OX030907.1	30100000	30200000	gc794-0.47857	#fff3ac
OX030907.1	30200000	30300000	gc795-0.45331	#fee797
OX030907.1	30300000	30400000	gc796-0.45599	#fee999
OX030907.1	30400000	30500000	gc797-0.47634	#fff2aa
OX030907.1	30500000	30600000	gc798-0.46796	#feefa3
OX030907.1	30600000	30700000	gc799-0.45346	#fee797
OX030907.1	30700000	30800000	gc800-0.45343	#fee797
OX030907.1	30800000	30900000	gc801-0.48658	#fff8b4
OX030907.1	30900000	31000000	gc802-0.4669	#feeda1
OX030907.1	31000000	31100000	gc803-0.48218	#fff6b0
OX030907.1	31100000	31200000	gc804-0.47839	#fff3ac
OX030907.1	31200000	31300000	gc805-0.47008	#fff0a6
OX030907.1	31300000	31400000	gc806-0.43172	#fed884
OX030907.1	31400000	31500000	gc807-0.44178	#fee18d
OX030907.1	31500000	31600000	gc808-0.45669	#fee999
OX030907.1	31600000	31700000	gc809-0.44293	#fee18d
OX030907.1	31700000	31800000	gc810-0.47351	#fff1a8
OX030907.1	31800000	31900000	gc811-0.46863	#feefa3
OX030907.1	31900000	32000000	gc812-0.45319	#fee797
OX030907.1	32000000	32100000	gc813-0.45361	#fee797
OX030907.1	32100000	32200000	gc814-0.46384	#feec9f
OX030907.1	32200000	32300000	gc815-0.47376	#fff1a8
OX030907.1	32300000	32400000	gc816-0.46135	#feeb9d
OX030907.1	32400000	32500000	gc817-0.43096	#fed884
OX030907.1	32500000	32600000	gc818-0.44682	#fee491
OX030907.1	32600000	32700000	gc819-0.49516	#fffcba
OX030907.1	32700000	32800000	gc820-0.45191	#fee695
OX030907.1	32800000	32900000	gc821-0.48058	#fff5ae
OX030907.1	32900000	33000000	gc822-0.47775	#fff3ac
OX030907.1	33000000	33100000	gc823-0.46807	#feefa3
OX030907.1	33100000	33200000	gc824-0.48851	#fffab6
OX030907.1	33200000	33300000	gc825-0.47949	#fff5ae
OX030907.1	33300000	33400000	gc826-0.49653	#fffdbc
OX030907.1	33400000	33500000	gc827-0.47693	#fff3ac
OX030907.1	33500000	33600000	gc828-0.46887	#feefa3
OX030907.1	33600000	33700000	gc829-0.45156	#fee695
OX030907.1	33700000	33800000	gc830-0.47943	#fff5ae
OX030907.1	33800000	33900000	gc831-0.42081	#fed07e
OX030907.1	33900000	34000000	gc832-0.42981	#fed884
OX030907.1	34000000	34100000	gc833-0.43644	#fedc88
OX030907.1	34100000	34200000	gc834-0.43892	#fede89
OX030907.1	34200000	34300000	gc835-0.44936	#fee593
OX030907.1	34300000	34400000	gc836-0.41549	#feca79
OX030907.1	34400000	34500000	gc837-0.49526	#fffcba
OX030907.1	34500000	34600000	gc838-0.43169	#fed884
OX030907.1	34600000	34700000	gc839-0.46	#feea9b
OX030907.1	34700000	34800000	gc840-0.45347	#fee797
OX030907.1	34800000	34900000	gc841-0.4734	#fff1a8
OX030907.1	34900000	35000000	gc842-0.48058	#fff5ae
OX030907.1	35000000	35100000	gc843-0.44176	#fee18d
OX030907.1	35100000	35200000	gc844-0.43982	#fee08b
OX030907.1	35200000	35300000	gc845-0.44624	#fee491
OX030907.1	35300000	35400000	gc846-0.42602	#fed481
OX030907.1	35400000	35500000	gc847-0.46561	#feeda1
OX030907.1	35500000	35600000	gc848-0.46962	#fff0a6
OX030907.1	35600000	35700000	gc849-0.48163	#fff6b0
OX030907.1	35700000	35800000	gc850-0.45098	#fee695
OX030907.1	35800000	35900000	gc851-0.44169	#fee18d
OX030907.1	35900000	36000000	gc852-0.46434	#feec9f
OX030907.1	36000000	36100000	gc853-0.43284	#feda86
OX030907.1	36100000	36200000	gc854-0.42768	#fed683
OX030907.1	36200000	36300000	gc855-0.4194	#fece7c
OX030907.1	36300000	36400000	gc856-0.44017	#fee08b
OX030907.1	36400000	36500000	gc857-0.45391	#fee797
OX030907.1	36500000	36600000	gc858-0.48888	#fffab6
OX030907.1	36600000	36700000	gc859-0.48409	#fff7b2
OX030907.1	36700000	36800000	gc860-0.45372	#fee797
OX030907.1	36800000	36900000	gc861-0.45831	#feea9b
OX030907.1	36900000	37000000	gc862-0.44496	#fee28f
OX030907.1	37000000	37100000	gc863-0.46627	#feeda1
OX030907.1	37100000	37200000	gc864-0.46733	#feefa3
OX030907.1	37200000	37300000	gc865-0.44602	#fee28f
OX030907.1	37300000	37400000	gc866-0.47709	#fff3ac
OX030907.1	37400000	37500000	gc867-0.45288	#fee695
OX030907.1	37500000	37600000	gc868-0.46229	#feeb9d
OX030907.1	37600000	37700000	gc869-0.4538	#fee797
OX030907.1	37700000	37800000	gc870-0.44497	#fee28f
OX030907.1	37800000	37900000	gc871-0.4116	#fec877
OX030907.1	37900000	38000000	gc872-0.4464	#fee491
OX030907.1	38000000	38100000	gc873-0.47748	#fff3ac
OX030907.1	38100000	38200000	gc874-0.47121	#fff0a6
OX030907.1	38200000	38300000	gc875-0.45081	#fee695
OX030907.1	38300000	38400000	gc876-0.4411	#fee08b
OX030907.1	38400000	38500000	gc877-0.46614	#feeda1
OX030907.1	38500000	38600000	gc878-0.47442	#fff2aa
OX030907.1	38600000	38700000	gc879-0.45391	#fee797
OX030907.1	38700000	38800000	gc880-0.4738	#fff1a8
OX030907.1	38800000	38900000	gc881-0.46074	#feeb9d
OX030907.1	38900000	39000000	gc882-0.44568	#fee28f
OX030907.1	39000000	39100000	gc883-0.42328	#fed27f
OX030907.1	39100000	39200000	gc884-0.43597	#fedc88
OX030907.1	39200000	39300000	gc885-0.43217	#feda86
OX030907.1	39300000	39400000	gc886-0.43375	#feda86
OX030907.1	39400000	39500000	gc887-0.44538	#fee28f
OX030907.1	39500000	39600000	gc888-0.45218	#fee695
OX030907.1	39600000	39700000	gc889-0.4384	#fede89
OX030907.1	39700000	39800000	gc890-0.46833	#feefa3
